RegionID,Year,IncomePerCapita,Population,GDP,HealthExpenditure,MortalityRate,InfantMortality,LifeExpectancy,OutOfPocketExpenditure
1,1970,55452.12785597397,104886,5816151882.301686,485648277.03318936,6.350857719542288,13.137774385591378,67.89883024148494,181902361.20904553
1,1971,54758.46789147545,377069,20647720729.370754,1145549860.7460818,6.292898819428171,15.49257282027867,69.15039541820398,627622572.9945703
1,1972,55199.67227884148,967040,53380291080.53086,4962923626.369466,5.916185866993358,17.20463559998959,71.21823342748264,2524981712.1345687
1,1973,54756.86569149378,381236,20875288448.762325,2148179536.943243,6.807982660207495,14.80845612181069,73.38988812005485,1398817057.5410197
1,1974,55724.717887779836,960790,53539751699.39999,5525280902.3994465,6.074581879778661,19.648834453692277,66.97777249041053,1780904644.2607937
1,1975,54141.41697831562,365139,19769142854.045185,1031603982.2402619,6.105469178209776,21.52667622084443,71.05551901335306,676478178.810601
1,1976,54048.69326071556,517281,27958362098.596207,2649419830.049576,6.920329367541482,18.26766962772545,66.01061508595733,1462117430.469352
1,1977,53988.02712784926,183767,9921217781.203474,304210868.6276929,5.09333758983521,20.75109288845123,73.20312565005857,102061656.12660342
1,1978,54742.43803891545,334806,18328096710.057125,2419393612.623017,5.556240436481544,17.250363375908673,74.95424823668634,888011380.7844927
1,1979,54122.95985924363,944498,51119027341.13589,4430270940.663611,7.096723344632453,19.643261730868424,68.60587033477707,1415947711.975131
1,1980,55234.47526641079,665270,36745839360.48511,1280667123.128192,5.8327794879185815,19.455083191788216,66.41019367984735,322879492.65264887
1,1981,56321.93269204205,924371,52062361244.4756,7231877271.604092,5.411689784268715,15.075040423950792,66.07805771447741,2330287536.9408298
1,1982,54751.224789804095,93585,5123893371.953816,537611629.4368478,5.842165734754625,16.229121524358973,66.1002395073213,264367844.73017138
1,1983,54893.69756855877,125766,6903760768.407362,949480818.410977,7.201848909903833,14.293986627870886,69.56595053589228,556426540.550203
1,1984,55053.79794576692,629304,34645575262.462906,2306485900.046143,6.5764742599141295,11.550629468169689,76.38588482291803,1303842255.429893
1,1985,54796.08238334103,111087,6087132403.718205,561567636.6346451,5.9382516846583435,13.092872662330048,74.75983703981129,120236661.88550007
1,1986,55003.85429282142,790976,43506728653.11872,6514212805.504205,6.008195433845773,17.379020402381258,74.2610867617376,2342818879.2056518
1,1987,53829.98265174893,731669,39385729576.82249,2325594703.27223,7.942028734654674,23.560914766505146,72.79409892457781,1351591985.4868882
1,1988,55850.45628133483,156081,8717195066.847021,924228100.3269176,5.560854618656883,18.150456491669466,69.07820711620337,560766845.9575105
1,1989,55398.139058106266,368394,20408342040.172,1151620816.8055801,5.942542955302738,22.221632509757093,72.37043078312408,605369067.2252934
1,1990,54098.5647793351,323255,17487631557.74397,813218819.056105,5.675761059870412,16.225749827798218,72.98153729990236,236962937.06224123
1,1991,55873.31543675294,707409,39525286199.79796,5911024099.258684,8.980429561901804,18.079190381195794,72.06352225040605,1529074521.7442062
1,1992,54861.15205232467,748002,41036251457.44296,4805947517.9326315,7.069029324987898,23.890907902807562,71.22747632901988,3342062988.8582225
1,1993,55624.600329165616,817836,45491800634.80349,2914683184.499609,5.7294025786819756,17.06006131329574,64.75253541678852,1386771074.6068947
1,1994,55218.368441278886,530047,29268330537.19455,3499876778.6961327,7.411192444831533,19.855169897031335,73.01836416439625,2285988672.751647
1,1995,54992.776522243556,450109,24752743647.650524,2494692934.4161334,5.678291485284306,17.743071701761615,71.78999002809337,616065932.289043
1,1996,54795.20525641564,410032,22467787601.698616,2229444101.6165442,5.045642680254295,17.635543509269333,67.65890517436577,1533505327.1637259
1,1997,55097.085978849165,174123,9593669901.895153,828829201.7891333,6.931501555454694,20.83099510868916,69.50426731147024,270314863.9863218
1,1998,55683.54365954492,181373,10099491364.162642,1474511380.5718083,5.596370845336146,10.19842213018888,69.21729058039439,907198474.4437567
1,1999,56039.84537312884,415890,23306411292.230553,2293521949.786869,6.532080417819809,18.91317479980051,68.13358777956022,470110246.5082452
1,2000,55027.85908662155,805073,44301443598.44367,3043779046.699462,6.8994954476225185,26.693507355964947,68.54944846599668,1740726669.4237623
1,2001,54991.9055305293,298710,16426632101.024406,1481385802.8902006,6.64542741724168,20.654776332244662,73.95661597584709,517028178.98877555
1,2002,55775.87077410435,498982,27831155550.604134,927167467.3768389,4.881684219821688,27.770705614566346,66.95736349455055,577142455.6040506
1,2003,55672.45989447083,120313,6698120667.283468,862128957.971315,7.0389190528596135,13.30750023607505,69.55227285676051,378369751.780625
1,2004,55928.8101716631,426836,23872429618.43199,2026096535.0631194,6.049310086201537,19.95296058024185,75.55059747006139,1278109213.962696
1,2005,54957.28940243063,677769,37248347080.996,1468134875.184564,4.45982755639833,20.32664481880506,73.14683847653467,727495372.627193
1,2006,55551.5249981076,227247,12623917401.244957,1210724568.0147076,7.389866440106491,24.10997327694007,71.6874040463623,477194529.49518496
1,2007,55346.42787729166,117215,6487431543.636742,318127902.55571955,5.962301648360832,16.08921141901735,68.10765146920716,208087609.65710133
1,2008,55475.300541706325,128781,7144164679.061482,817570655.3870577,5.518316523004854,17.48336119802275,60.830950985209846,501497075.6226429
1,2009,54663.376551930945,597337,32652457359.400776,4698606584.219421,5.153173392887251,16.191487700085766,72.12046076741083,3253069602.0651684
1,2010,56268.94329090472,354119,19925901929.231888,2172784822.4828,6.234853041259401,18.053725303949612,72.50417752327019,895758596.0282217
1,2011,56739.47077554656,54000,3063931421.879514,390174818.6557465,5.194789793417685,19.961867908987728,73.97612165911326,113067425.56464209
1,2012,56005.83179701895,201836,11303993066.583117,433206951.6993402,6.720933549764843,14.646269129016272,69.93569156689836,120241937.17398338
1,2013,55563.49914436517,926020,51452911477.66503,3694339241.1332445,6.088876367639989,20.020703404485417,70.31943994044023,1573840453.1327245
1,2014,55442.60570250124,164352,9112103132.417484,1073385070.3195732,6.077811160321961,15.043678357103307,73.68545299313126,449819889.79521596
1,2015,56474.37221652524,748646,42279312862.41276,5096565894.85603,5.324092465090651,24.268419147110638,70.62775524706352,2752019185.761774
1,2016,56442.578579793844,459995,25963303933.81227,3765327624.024349,6.024283623542247,22.662414579623697,70.87513003912498,1727304606.3870926
1,2017,55736.877420079305,700308,39032981152.300896,2544376297.610085,6.428350678094112,23.7951395120897,66.96738736656023,823901448.5136724
1,2018,56594.574438494616,658364,37259830405.62507,5280146183.877001,8.247720831493961,19.75913149804784,70.83616350532994,1482451826.192561
1,2019,55461.151086224214,768216,42606143642.85482,5480138838.139656,6.061900962942997,15.426362428459418,71.25076132293515,3603635960.7491355
2,1970,61268.835606062676,69870,4280853543.795599,375859106.1965322,7.865563758761837,13.15190737452371,68.2375284200939,181455033.3601743
2,1971,60325.8193142625,840141,50682194164.503815,1862894650.9596503,4.904767481398526,23.942658357334075,72.91584749753474,760648979.6535375
2,1972,60848.548182503495,340160,20698242149.760387,826831822.3155395,3.8271725367142713,23.27968748916902,64.91824382127626,560839701.2487026
2,1973,61109.5533342162,688353,42064944366.26772,2100969478.5173779,5.322582988417869,14.04655065399335,67.70976236953926,424572972.6188144
2,1974,61453.75017493678,222502,13673582321.423784,484777248.37987274,6.2745305626211225,22.42339562540804,66.25598912453229,293745644.77945316
2,1975,59696.432221056544,737281,44013045244.37279,2724959908.168663,5.877280656108673,10.984091333644798,68.28334793746542,1289940367.541575
2,1976,60074.311669553776,933439,56075705410.51661,2776534312.5711746,5.0790236762838195,26.75432136248962,74.1390634788594,572970994.2871226
2,1977,60930.097537326525,185230,11286081966.838993,870819794.9985652,5.293353156060077,18.856130658558026,74.306843610582,581920177.2872213
2,1978,61798.24300291361,715220,44199339360.54387,6612062954.54215,7.89825089290476,19.09036268537319,69.67891130537981,4201438976.1027393
2,1979,60846.96718253035,596237,36279213172.01035,4911714972.065451,6.905969162233446,0.17527524451600396,69.80368048597677,1396470582.9016404
2,1980,60650.97048367996,910395,55216340273.489815,5373243237.238978,6.144526146684127,22.43181593542458,72.54263755359224,1869674339.8593142
2,1981,60777.22949521695,652875,39679933706.689766,5858961523.226206,6.049919066423431,25.621803136307825,74.42975246671863,2475951414.791228
2,1982,60736.9532887857,406600,24695645207.220264,2264065603.9603367,5.905915971069394,24.24275007276925,73.5520116630781,509957430.63511807
2,1983,60148.584239470176,700199,42115978535.89278,1495258409.459949,6.34296645870868,9.978252278062389,74.21923146412244,890328599.6033844
2,1984,61338.73164926854,711614,43649500183.86259,1984549258.9440827,6.753210929604163,12.847051802392484,69.07178656448261,499324094.1065489
2,1985,61986.88521310766,912129,56540035622.54668,5780214913.439314,6.060771140335265,20.601057861574443,69.03369689563196,3048824563.5536256
2,1986,61011.52918377237,614037,37463336345.41604,1666230756.0861685,4.9557958389297525,16.601874713082644,70.78253730091062,591182980.607774
2,1987,60554.878957288834,236717,14334369282.132542,700052207.2368588,6.608431121161334,18.468446970513767,70.71245516912425,302215812.01275915
2,1988,61153.89167327155,865131,52906127457.18909,3929318868.0085397,8.033428796768568,16.308664135287245,72.34120980590001,1745251293.7862606
2,1989,60702.21441375819,680265,41293591888.17522,2993686327.719728,6.472460307679957,13.215677017875025,69.92677386224291,991800487.6676024
2,1990,60569.25403440311,624736,37839793488.43686,2095331674.8480017,5.621082489203146,15.823283612759532,71.26036073793733,755259872.5105085
2,1991,61310.40283512924,76734,4704592451.150807,470948231.8248209,7.8668401105387336,19.55538672722482,75.55395105951284,191549849.349331
2,1992,61561.675526706065,241076,14841042489.276192,1091853649.2330194,7.310560792264581,27.08461618128241,66.41991403380963,708731772.3838396
2,1993,61114.466433742324,208211,12724704170.635923,1680909271.2382433,5.7628624054081765,18.42525298849816,73.3347605060647,405607094.15238905
2,1994,61486.94584646968,310669,19102087979.176888,2703425268.581269,8.428451031217609,25.638582943327766,73.41390587962975,1639568289.9166033
2,1995,60861.93348020136,230448,14025510846.645443,1659914468.6924,4.586498564533467,26.80042431802996,71.40648514286531,524715976.47947717
2,1996,60932.614252039,606542,36958189713.66024,3242593750.993826,5.738837749677451,17.79968878650051,68.02808604666853,2167065984.083471
2,1997,61045.880585019375,506292,30907040973.15063,937265534.7072523,7.149792288785166,17.199794593812037,67.53900324738304,372046672.47764057
2,1998,61478.69762803723,657812,40441425044.09443,5244214653.748939,6.554942308110001,17.987821690606758,72.07891921441662,1463584854.1126199
2,1999,61856.7006977621,957533,59229832189.23023,7459668976.887487,5.9695560268999115,15.313570097533031,71.99469752165467,4342677080.70648
2,2000,61721.862915727404,198056,12224385281.637306,1653520044.0683246,7.58399529300667,15.490748618263147,64.50284502362372,774938881.0528619
2,2001,61888.32306508223,199646,12355756146.651407,1226906229.3621616,5.537571807103707,11.471961282049868,65.77865126399844,532564733.07237315
2,2002,61898.77108055556,273810,16948502509.566917,1785100456.8177621,5.5062055754497425,15.522184790940013,72.14712205981387,773429500.2817166
2,2003,61875.522014581074,322933,19981647950.73471,2403559949.9200587,6.629465366154525,22.37536800898539,72.78107436756754,1510483618.055522
2,2004,61266.18098576669,415060,25429141079.95232,3438321880.95082,7.424878134400232,14.999270766295597,69.80303700397755,1036146265.7953107
2,2005,61253.792301451955,413339,25318581256.08985,3104712235.189284,5.834816303638474,17.686171832036315,70.2072369992697,1295428222.1148446
2,2006,62581.83487206338,645603,40403020338.90874,2092542159.6185486,6.54477585486023,21.674553596866986,67.9532883213674,473664349.1119945
2,2007,61408.69109872981,175885,10800867633.900093,454666328.8633345,5.260424041714325,21.882897539366716,67.80454485849708,183466296.56125134
2,2008,62293.936855373286,770670,48008068316.33053,4935508136.925171,7.9702472580856645,14.952164143629144,67.65412490777798,1024509820.318748
2,2009,63003.5970243879,380388,23965812264.912865,1809818666.969753,6.893916696863914,13.497341325736551,72.6123616654103,553994643.7560707
2,2010,61728.78348808441,900163,55565966930.98453,5250287764.13415,6.15283259367277,20.671548727879973,74.427664474608,2488064274.0060573
2,2011,61521.1970327631,821253,50524467626.747795,2585157059.5440273,4.881645076554263,4.054718903981618,70.4523273707742,627099771.9102615
2,2012,61153.22387528167,841189,51441419238.42432,2901896144.6833224,6.46687668375326,10.130363187403374,70.50042449759546,1222706150.5816524
2,2013,62026.037769173454,637111,39517470949.15587,3566981336.263785,7.509389107280636,14.131127425564525,71.06812006810917,1159339434.9599118
2,2014,61880.17836434555,314223,19444175286.179752,1675851068.1993077,4.947489643894659,24.851741643021647,71.5281187819452,926708202.8541214
2,2015,62318.64965306952,187717,11698269956.925251,969687490.784476,8.19483311143042,23.737679976365364,64.40301579930625,603513981.2764745
2,2016,61908.03300951116,352950,21850440250.706963,2630564592.382769,6.8947150834855,16.051845374528025,74.8639714045851,553824028.2170484
2,2017,62639.26741336668,555815,34815844417.360405,1863816512.5768373,4.199283761779686,30.351291101909247,71.07340877483465,988501883.6318675
2,2018,62346.12890343994,397739,24797486963.925297,1452684737.8822799,6.136213312807465,15.632050806114416,72.75634119364487,413855453.346015
2,2019,62990.82305559266,695588,43815660627.59358,3451231514.1450515,5.363002405137812,14.46318580326248,69.85854141681428,1323131800.6943657
3,1970,58301.07448393386,310910,18126387067.799877,1902751366.9020684,7.422091417460317,15.130770591102735,69.59501774987993,541661457.9362518
3,1971,58444.068586426045,947928,55400769046.99367,4561432485.316926,5.745520120580393,18.71732459255605,70.2943013502531,1451434601.9935668
3,1972,57876.186672441014,267215,15465385221.676325,801924403.0694585,8.699716861463997,3.764931389092249,73.18798318740964,399939730.4400744
3,1973,58236.49934971808,363837,21188593213.903378,3138629480.3139377,5.21746501010121,11.228303127224653,70.88481726025934,1769704734.860174
3,1974,57456.67808715201,605941,34815356976.80698,1325108972.6792352,6.356452558782688,4.810655728201459,68.89046620358455,834806369.915267
3,1975,57530.4027100601,79402,4568029035.984192,464520918.74248886,5.515062075409427,26.026156113910478,73.618414222155,284432829.3861373
3,1976,58400.50115011231,401707,23459890115.508163,2874056246.831989,4.561209184339571,12.716064666121808,71.02562849960992,1913762626.7737076
3,1977,57911.655667646395,272320,15770502071.413465,1838587319.8523114,7.628475613753798,20.38854313631229,70.97792511234454,922373870.0361799
