FirmID,Year,Profitability,RND_Expenses,Advertising_Spends,Debt_Equity_Ratio,Firm_Size,Market_Share,CEO_Tenure,Sector
1,2010,5.371741636198432,0.7882820681089109,1.7691085642263837,0.9708430026994279,13.887439293226992,14.700321002479425,5.6737136526230625,Manufacturing
1,2011,4.244523884905677,0.8701047631601226,1.7246702417776498,0.9784087375689557,13.610635090115071,13.20167880965898,4.668534654868873,Manufacturing
1,2012,4.991765440938244,1.1743857446508843,2.1583461926582963,0.9532989151880473,13.954881882670655,15.166550880121484,4.607218274242598,Manufacturing
1,2013,5.792328612051853,1.3077855729505263,1.7830313774814557,0.9452006940794032,14.034193628126204,14.410433422802393,5.310687404681426,Manufacturing
1,2014,5.274320669035086,1.163168760109173,1.882496195646545,0.9424344970060587,13.699307343218717,14.822754180831222,4.639563908992716,Manufacturing
1,2015,5.881111864873396,0.9080599460233791,2.2057824153706784,0.965475757261343,13.612189333130019,15.227129221150223,4.941581908205142,Manufacturing
1,2016,4.576099284987269,1.0957277957422402,2.0945125741557185,1.2719142311048603,14.225696731881877,13.209894061807098,5.22121276214192,Manufacturing
1,2017,4.484290531693615,0.9424708777054873,1.648995547494644,0.9076222158766677,13.898024332750582,14.823687469488267,4.952386666477093,Manufacturing
1,2018,4.42070153382989,1.041057646876141,1.4454671707147435,1.0031683476192956,13.624868577634492,13.223952173557459,5.075492186044604,Manufacturing
1,2019,5.134963392778341,1.2359693456432357,2.1520472219687434,1.0496559246968011,13.881462150249664,13.207888083059999,4.080226966943805,Manufacturing
2,2010,5.694278485033594,1.9364844247446973,2.4475377927448076,1.7030279461042728,14.956363731365514,18.630196159910405,4.168163639860716,Manufacturing
2,2011,5.82278049438383,1.887377193605297,2.332819092442822,1.6950550850015542,15.219402385613744,18.966393725982396,3.943523158928952,Manufacturing
2,2012,5.476222989049807,1.5030100023861275,2.2956025082720117,1.598182525090585,15.04423457453692,18.81584563705817,4.567052297483488,Manufacturing
2,2013,5.9575405032445135,1.723090075187855,1.8409324222825714,1.5531736345567397,15.071911109554017,19.944161458992443,4.744285210223477,Manufacturing
2,2014,5.344127924289641,1.9551169739942678,2.5706737924978493,1.4834600245415421,15.132705639437367,17.21313710309161,4.904995007393205,Manufacturing
2,2015,5.756846552016031,1.534104469431814,2.249121893879141,1.4324621934712154,15.01907861225456,19.644644731041826,4.50090259430904,Manufacturing
2,2016,5.907792136694925,1.6775405515658781,2.298087098141114,1.5177468684752993,14.900222286025336,17.076063962487808,4.391801973485098,Manufacturing
2,2017,6.145491977515788,1.65004747919942,2.663466604943558,1.4467770445453492,14.861943401485137,17.950153437118175,5.167181814203893,Manufacturing
2,2018,6.451946278757539,1.9400263066398484,2.9446645846003707,1.4549298362184935,14.582218258490721,19.299405354249302,4.5387544143549885,Manufacturing
2,2019,6.210009515574834,1.614535737779434,3.33697901538233,1.6617805154455723,14.62109595940438,16.375610241158473,4.674065952975245,Manufacturing
3,2010,4.658246530099703,0.8212415998516285,1.767400383035198,0.5975284303792274,13.816220502933547,10.910748842549683,5.817772842912651,Technology
3,2011,5.518166150892323,1.0142587592358379,1.9234249190489807,0.5951536989951074,13.849000546313405,10.564746164616324,5.5080543135939095,Technology
3,2012,5.235662936233754,1.1165055654555092,1.4198117067224612,0.5084604794277405,13.859067573848264,10.487475751083046,5.105969001692473,Technology
3,2013,5.190847588219248,1.189622197987296,2.277202692736437,0.6173624298186376,13.375241387679884,10.671044035067961,4.892634314972095,Technology
3,2014,4.19535003369337,1.0733469557797732,1.1954408975618525,0.8009473191144805,13.517049995458441,10.171365123355947,3.8960248125500465,Technology
3,2015,4.568002042639918,1.235617664206559,1.1747549387982044,0.4618755785043578,13.598733314636586,9.576648625459521,4.3706082280127445,Technology
3,2016,4.7406445267095725,1.220775989739852,1.5969013850530906,0.28178416026651065,13.58972334730136,10.59801257380061,4.7339640114974,Technology
3,2017,4.84071826691522,1.2848141211846449,1.7447948573469176,0.6643468855697129,13.535750339039316,9.33886411196462,4.908271138890326,Technology
3,2018,4.535930699238938,1.0273121093469715,2.2396657658432577,0.5528598164051984,14.06657288737842,8.88895611383045,5.8207899380671115,Technology
3,2019,4.957421671855606,1.1924566875665865,2.2759781210571974,0.5466959742281053,13.927822715588587,10.456823571884273,5.452667532401053,Technology
4,2010,4.850219025279029,1.1686823826015584,0.9589980543042557,1.1248811033601605,13.859306772762636,17.589366018936687,6.845590080872858,Retail
4,2011,5.436018797048751,1.7092771449784683,0.8484840153541005,1.034556980603993,14.347684998220455,16.4437554954129,5.566824916754713,Retail
4,2012,5.778767524652412,1.2911088536891517,1.0894303907667342,0.9047370565480564,14.200215381660854,16.58424845082206,6.098526918537317,Retail
4,2013,5.270917142018643,1.361166974070868,1.4166387476123936,1.0762641108305158,14.35557309220505,15.991642247339175,6.048944955607589,Retail
4,2014,5.325760398840674,1.5821763647684126,0.9223008454692714,0.9558805917405508,14.179299578103475,16.672355921617925,6.0432495123721655,Retail
4,2015,5.361250279622253,1.8250239231470096,1.5628326426654295,1.0597841615699133,14.46391809608051,16.800680711410383,6.395300425804634,Retail
4,2016,5.157737541172125,1.3808615459854483,1.0578719700999901,0.9735653356324165,14.351262159067687,18.868445126252244,6.593058934890226,Retail
4,2017,6.091321641516591,1.3322554419306618,1.478954206280818,0.8769443727540106,14.5253394880619,18.027037923022625,5.845831909221516,Retail
4,2018,5.991071659400624,1.6254241459229082,1.2102421394078362,1.0139066071869058,14.334550198106916,17.155609206725774,5.088389739293998,Retail
4,2019,6.138786889290731,1.6708121463932883,1.3157205900040594,0.9125067467868639,14.107113962428578,18.14003354748454,6.341264936106702,Retail
5,2010,5.404826380230206,1.2304506156520127,2.6786489530004047,0.7419448473754495,16.095880306002815,7.388968984673574,6.911461853526511,Manufacturing
5,2011,5.600990438211877,1.1173756643581287,2.146145076520573,0.6904839634062618,16.196150646592088,6.836175830164668,6.601582376148592,Manufacturing
5,2012,4.057501381928758,1.1410977353921368,2.000609329686494,0.6349476199307666,16.021786423130937,8.40788236279147,6.2207471954322395,Manufacturing
5,2013,6.025236694684041,1.2501510502897197,2.5335455871320764,0.6633805635220336,16.48462144362859,7.809953353387369,5.6901972304134265,Manufacturing
5,2014,4.968279074505629,1.2199091032658838,1.9266103202334977,0.6441611778426817,16.36120828430766,6.602231170901946,6.2126394533550355,Manufacturing
5,2015,4.776007510207699,1.2641359004006314,2.564068644097092,0.5391060458059513,16.42251178859398,6.387223397029606,6.201457331482922,Manufacturing
5,2016,5.224240209238467,1.196591633896177,2.2437748573629057,0.5654441735472069,16.28121387626057,6.582098545480828,6.053266531364669,Manufacturing
5,2017,5.778813766827629,1.2417782103480406,2.3593193201376153,0.45616219797090674,16.447231460940003,6.52004584029663,6.6506564160761705,Manufacturing
5,2018,5.893859546945277,1.2883198517166872,2.582787214019059,0.7538954909093394,16.053598171284047,9.109779484746754,7.293265729580263,Manufacturing
5,2019,5.088732201742948,1.3086600361307328,2.030670696215513,0.6664276260536365,16.4911554490024,7.7078448570631295,6.2434111796313205,Manufacturing
6,2010,5.491671897420732,1.5025777161915628,1.3850933446097886,0.7840686043805494,15.205021694746518,11.858340092262672,5.509525458477167,Healthcare
6,2011,4.036588787615969,1.3198916833033034,2.0233329009219543,0.7041453873282897,15.33760966680868,10.936686082822083,5.3773421416612015,Healthcare
6,2012,4.680737673492153,1.4779451870057192,1.411609800306486,0.41472562431088966,14.920800471589697,10.323493015531866,4.955478893595421,Healthcare
6,2013,5.4999152996857665,1.569768083849273,1.5743601111157557,0.46307659061544987,15.308299344692239,11.339394558032694,4.203047535352358,Healthcare
6,2014,5.172131326855282,1.518133597376867,1.375771070064264,0.6147324390170296,15.170239057612672,11.909301187619167,4.545534911490265,Healthcare
